Date,Arabica,parkinson_vol,garman_klass_vol,RVB,RVG,RSK_5d,RKU_5d,RVB_5d,RVG_5d,RSK_22d,RKU_22d,RVB_22d,RVG_22d,parkinson_vol_rolling_5,parkinson_vol_rolling_22,garman_klass_vol_rolling_5,garman_klass_vol_rolling_22,ONI_dummy,TempIndo_first,PrecIndo_first,TempViet_first,PrecViet_first,TempBras_first,PrecBras_first,ONI_first,ADS_Index_first,VIX_first,GEPU_ppp_first,GSCI_Commodity_squared_return,Soybean_squared_return,Corn_squared_return,Wheat_squared_return,Diesel_squared_return,IDRUSD_squared_return,EURUSD_squared_return,BRLUSD_squared_return,CHFUSD_squared_return,VNDUSD_squared_return,Germany_squared_return,US_squared_return,France_squared_return,coffee_index,coffee_index_squared_return,ONI_dummy_rolling_5,ONI_dummy_rolling_22,TempIndo_first_rolling_5,TempIndo_first_rolling_22,PrecIndo_first_rolling_5,PrecIndo_first_rolling_22,TempViet_first_rolling_5,TempViet_first_rolling_22,PrecViet_first_rolling_5,PrecViet_first_rolling_22,TempBras_first_rolling_5,TempBras_first_rolling_22,PrecBras_first_rolling_5,PrecBras_first_rolling_22,ONI_first_rolling_5,ONI_first_rolling_22,ADS_Index_first_rolling_5,ADS_Index_first_rolling_22,VIX_first_rolling_5,VIX_first_rolling_22,GEPU_ppp_first_rolling_5,GEPU_ppp_first_rolling_22,GSCI_Commodity_squared_return_rolling_5,GSCI_Commodity_squared_return_rolling_22,Soybean_squared_return_rolling_5,Soybean_squared_return_rolling_22,Corn_squared_return_rolling_5,Corn_squared_return_rolling_22,Wheat_squared_return_rolling_5,Wheat_squared_return_rolling_22,Diesel_squared_return_rolling_5,Diesel_squared_return_rolling_22,IDRUSD_squared_return_rolling_5,IDRUSD_squared_return_rolling_22,EURUSD_squared_return_rolling_5,EURUSD_squared_return_rolling_22,BRLUSD_squared_return_rolling_5,BRLUSD_squared_return_rolling_22,CHFUSD_squared_return_rolling_5,CHFUSD_squared_return_rolling_22,VNDUSD_squared_return_rolling_5,VNDUSD_squared_return_rolling_22,Germany_squared_return_rolling_5,Germany_squared_return_rolling_22,US_squared_return_rolling_5,US_squared_return_rolling_22,France_squared_return_rolling_5,France_squared_return_rolling_22,coffee_index_rolling_5,coffee_index_rolling_22,coffee_index_squared_return_rolling_5,coffee_index_squared_return_rolling_22,RV_rolling_5,RV_rolling_22,Arabica_rolling_5,Arabica_rolling_22,,
19/08/2008,168,0,0,0,0.000244042,-0.755505441,1.932431717,0.000150955,6.51438E-05,,,,,0.002687046,,0.001508721,,2,0,1.1,-0.9,0.9,-0.2,0,0,-0.05775,0.3,0,1.298718868,1.027494236,4.123929145,2.730621584,0,0.000473918,0.226450025,0.148022999,0.0876822,0.003600479,5.600554229,0.875716518,6.98626888,961.024195,8.533961229,2,,0.2,,0.36,,-0.2,,3.4,,-0.16,,0,,0,,-0.077246,,0.232,,0,,1.939080282,,7.333411042,,10.19271529,,12.92082739,,1.11457557,,0.005210165,,0.296221271,,0.694246479,,0.323379152,,0.28208811,,2.436406842,,0.795396017,,2.88990083,,983.8558011,,2.082653781,,0.000216099,,167.67,,,
20/08/2008,169.1,0,0,1.25972E-05,0,-0.789413537,2.378038968,0.00012539,6.51438E-05,,,,,0.002634028,,0.001478952,,2,-0.1,8.3,1,-16.6,-0.5,0,0,-0.06048,-0.86,0,1.60460621,3.472289205,3.170046583,10.92866188,0,0.093154971,0.033591843,1.286038446,0.026933442,0.032483561,0.31519219,0.38185692,0.578548462,958.629631,0.062239702,2,,-0.02,,1.56,,-0.02,,-0.94,,-0.18,,0,,0,,-0.081576,,-0.15,,0,,2.21935086,,7.581578978,,9.858730695,,15.06750112,,1.11457557,,0.023246844,,0.301416061,,0.850200951,,0.24532604,,0.13445458,,2.473507542,,0.577599681,,2.966563786,,976.0699229,,2.04909166,,0.000190534,,167.48,,,
21/08/2008,171.6,0,0,0,0,1.538474607,2.739060679,4.53E-06,6.51438E-05,,,,,0,,0,,2,-0.9,11.2,0,4.9,-0.2,0,0,-0.06322,-0.6,0,16.34609921,13.14624292,13.77720903,6.238646704,0,0.009661599,0.883581228,0.323515615,1.158187381,0.022634143,1.658470593,0.062127082,1.997301565,955.3985902,0.113985347,2,,-0.24,,4.02,,0,,1.12,,-0.08,,0,,0,,-0.085918,,-0.346,,0,,4.41376187,,3.925489648,,6.517483868,,5.604291634,,1.11457557,,0.022803608,,0.474879109,,0.897801283,,0.476012336,,0.130098378,,1.538419317,,0.572967783,,2.024843612,,969.4610383,,1.903331975,,6.96762E-05,,168.44,,,
22/08/2008,171.5,0,0,0,1.96657E-05,1.516329495,2.605242547,2.52E-06,6.9077E-05,,,,,0,,0,,2,1,-18.9,1.1,-6.7,0.4,0,0,-0.066,-1.01,0,22.51301515,2.465294758,3.230769027,12.27327467,11.0217321,0.014467661,0.447002696,0.099672869,0.891167451,0.00090693,2.811495561,1.268490268,4.84886873,952.4886068,0.093054269,2,,-0.02,,0.16,,0.1,,0.3,,-0.06,,0,,0,,-0.09028,,-0.306,,0,,8.832692132,,4.296286083,,4.982887282,,7.506439181,,3.31892199,,0.025691203,,0.435803679,,0.750673736,,0.654038631,,0.099586995,,2.081343516,,0.765994398,,2.961563277,,963.4107308,,1.854981313,,7.15964E-05,,169.2,,,
26/08/2008,176.4,0,0,0,0.000307803,1.465971457,2.269238035,2.52E-06,0.000114302,,,,,0,,0,,2,0,4.8,-0.2,0.6,1.1,0,0,-0.28921,1.68,0,0.830518219,1.716477661,4.336976609,17.0293229,0,0.146081165,0.711951217,1.509232833,0.179159206,0.022648018,0.000897692,2.603413245,0.529355808,952.669632,0.00036114,2,,0,,1.3,,0.2,,-3.38,,0.12,,0,,0,,-0.107332,,-0.098,,0,,8.51859153,,4.365559755,,5.72778608,,9.840105546,,2.20434642,,0.052767863,,0.460515402,,0.673296553,,0.468625936,,0.016454626,,2.077322053,,1.038320807,,2.988068689,,956.042131,,1.760720337,,0.000116821,,171.32,,,
27/08/2008,178.5,0,0,0.000119445,0,0.93919533,2.594250321,2.64084E-05,6.54937E-05,,,,,0,,0,,2,0.5,-4.8,0,-1.7,0,0,0,-0.07721,-0.73,0,1.232880341,0.06759042,0.112986584,11.71312176,0,0.026774985,0.17303199,0.903973461,0.019853307,0.044415152,0.094778669,0.632208565,0.010760284,948.9254062,0.155077612,2,,0.1,,0.12,,0.38,,-3.9,,0.16,,0,,0,,-0.111224,,-0.304,,0,,8.505423825,,4.173578992,,4.925597567,,11.63660558,,2.20434642,,0.058028076,,0.449831795,,0.824486645,,0.455060157,,0.024617561,,0.976166941,,0.989619216,,1.59296697,,953.6223732,,0.084943614,,9.1902E-05,,173.42,,,
28/08/2008,180,0,0,4.37614E-05,0,0.800796182,2.311653245,3.26412E-05,6.54937E-05,,,,,0,,0,,2,0.3,1.4,-0.9,12.1,-0.1,0,0,-0.07913,-0.33,0,4.525698042,3.227252355,1.942951535,3.248649421,0,0.026858159,0.001667787,0.000950542,0.095945582,0.058274671,2.439861729,2.168294117,4.006433004,955.9929182,0.550610345,2,,0.18,,-1.26,,0,,1.84,,0.24,,0,,0,,-0.114954,,-0.198,,0,,9.089642191,,4.124571622,,4.680178558,,10.10060309,,2.20434642,,0.044768714,,0.443446984,,0.567469064,,0.468862585,,0.029775783,,1.401100849,,1.346906656,,2.278543878,,953.0950307,,0.182617743,,9.81349E-05,,175.6,,,
29/08/2008,179.9,0,0,0,4.37614E-05,0.756873818,1.98210524,3.26412E-05,7.4246E-05,,,,,0,,0,,2,0,-1.2,0.4,-3.2,-0.1,0,0,-0.08109,1.22,0,0.004973333,0,0.21994601,1.462901349,1.515176472,0.002987312,0.15652697,0.46515287,0.047854266,0.022853136,0.000751213,1.909147491,0.222714056,976.8371678,4.652419223,2,,0.36,,-3.74,,0.08,,0.22,,0.26,,0,,0,,-0.118528,,0.166,,0,,5.821417016,,1.495323039,,1.968725953,,9.145454019,,2.507381714,,0.043433856,,0.298036132,,0.595796515,,0.246795963,,0.029819581,,1.069556973,,1.716310737,,1.923626377,,957.3827462,,1.090304518,,0.000106887,,177.26,,,
02/09/2008,178,0,0,0.000493868,0,-0.480289896,1.753304709,0.000131415,7.03128E-05,,,,,0,,0,,2,-0.7,4,-0.2,-6.9,0.5,0,-0.01,-0.33808,1.34,70.65430462,20.46753716,3.782132451,7.448610307,19.3707421,0,0.427195794,0.760051271,2.024030652,0.608307308,0.044765428,2.209199708,0.168213795,1.567042211,937.2429198,17.1209513,2,,0.02,,0.84,,-0.18,,0.18,,0.28,,0,,-0.002,,-0.172944,,0.636,,14.13086092,,5.41232142,,1.758690577,,2.812294209,,10.56494751,,0.303035294,,0.125979483,,0.360645847,,0.980668072,,0.190223934,,0.038591281,,0.949097802,,1.496255443,,1.267261073,,954.3336088,,4.495883924,,0.000201728,,178.56,,,
04/09/2008,178.8,0,0,0.000172118,0,-1.260453412,1.913444386,0.000165838,8.75E-06,,,,,0,,0,,2,0.7,-6.2,0.4,2.9,0.2,0,0,-0.14433,2.04,0,1.768951426,25.13897465,0.702130264,1.763463784,0,0.000117842,1.683981447,3.740719391,0.12054726,0.022756563,13.94139613,10.50781003,28.27376335,875.461858,46.50001099,2,,0.16,,-1.36,,-0.06,,0.64,,0.1,,0,,-0.002,,-0.143968,,0.708,,14.13086092,,5.600008061,,6.443189974,,2.08532494,,7.511775683,,0.303035294,,0.096786818,,0.555051893,,1.426965383,,0.178501545,,0.03861299,,3.73719749,,3.077134799,,6.816142581,,938.892054,,13.79581389,,0.000174591,,179.04,,,
05/09/2008,174.25,0,0,0.000488425,0,-1.227580978,1.672456151,0.000239635,8.75E-06,,,,,0,,0,,2,-0.7,0.7,-0.1,5.5,0.3,0,0,-0.06264,-0.97,0,2.482725897,23.13816046,8.267409824,11.13499583,1.495839387,3.114557048,0.321905849,8.954120052,0.029309761,0.000908589,6.014492534,0.195906721,6.380622662,851.0944542,7.968465406,2,,-0.08,,-0.26,,-0.08,,2.08,,0.16,,0,,-0.002,,-0.141054,,0.66,,14.13086092,,5.849977173,,11.05730398,,3.716209588,,7.396150496,,0.602203172,,0.714343231,,0.584826665,,3.036994701,,0.180392836,,0.029911677,,4.921140263,,2.98987443,,8.090115056,,919.3258636,,15.35849145,,0.000248387,,178.19,,,
08/09/2008,169.5,0,0,0,4.22051E-05,-1.201039446,1.676220901,0.000230882,1.71933E-05,,,0.000115338,9.05603E-05,0,0.001431307,0,0.000803649,2,0.8,-0.3,-1.5,-6.8,0.3,0,0,-0.14976,-0.42,0,0.005778543,1.6037032,0.008302158,1.074591874,0,0.662535223,0.907875632,0.602059991,2.168426103,0.002042714,4.840178797,4.12128627,11.30801907,867.918607,3.831737778,2,2,0.02,,-0.6,,-0.2,,-1.7,,0.24,,0,,-0.002,,-0.15518,,0.642,,14.13086092,,4.945993273,,10.73259415,,3.329279712,,6.961338987,,0.602203172,,0.841478644,,0.766068234,,3.157216591,,0.59488894,,0.018665286,,5.401203676,,3.380472861,,9.550432269,,901.7110014,961.1124706,16.01471694,,0.000248076,,176.09,172.2340909,,
09/09/2008,164,0,0,4.84722E-05,0,-1.226139718,1.66496218,0.000240577,8.44E-06,0.01862694,2.755264759,0.000117542,9.05603E-05,0,0.000610692,0,0.000342891,2,0.1,10.9,-0.4,9.6,-0.2,0,0,-0.03677,2.83,0,8.415745002,0.565800997,0.67741116,3.231267133,0,0.050881372,0.198721359,2.708068178,0.110670427,0.011129435,0.235605027,12.06722631,1.177467845,865.653957,0.068261939,2,2,0.04,0.086363636,1.82,-0.013636364,-0.36,-0.054545455,0.86,0.636363636,0.22,0.054545455,0,0,-0.002,-0.000454545,-0.146316,-0.092038182,0.964,0.09,14.13086092,3.211559301,6.628147606,4.974985358,10.84575435,7.288693535,3.420772743,6.185422273,7.315012144,13.21657364,0.299167877,1.09503692,0.851057456,0.240754139,0.774507112,0.605700619,3.605799653,1.355675178,0.607452172,0.548321655,0.016320546,0.118283654,5.448174439,2.488333454,5.412088625,2.614485441,9.741383027,3.86232006,879.4743592,955.707271,15.09788548,4.338681597,0.000249018,0.000208102,172.91,171.9886364,,
10/09/2008,163,0,0,0,2.61157E-05,-1.339437194,2.258964302,0.000141803,1.36641E-05,-0.916044977,2.315466991,0.000117542,3.81341E-05,0,0.000610692,0,0.000342891,2,-0.2,-6.1,-0.3,-2.7,-0.6,0,0,-0.03017,-0.95,0,0.079200637,3.738986029,2.055067212,0.42557726,0,0.011500877,0.903571944,3.203343947,0.183722183,0,0.137723387,0.376158471,0.050973757,877.94846,1.988847193,2,2,0.14,0.05,-0.2,0.218181818,-0.38,-0.081818182,1.7,0.409090909,0,0.040909091,0,0,0,-0.000454545,-0.084734,-0.092590455,0.506,0.153636364,0,3.211559301,2.550480301,4.866314949,10.83712507,7.271674944,2.342064124,6.113309961,3.525979176,12.88912191,0.299167877,1.09503692,0.767918472,0.240830627,0.803211246,0.621739253,3.841662312,1.485169665,0.522535147,0.529591449,0.00736746,0.117268388,5.033879175,2.181381511,5.45367756,2.267328897,9.438169336,3.594127156,867.6154672,950.2592663,12.07146466,4.348023657,0.000155467,0.000155676,169.91,171.5068182,,
11/09/2008,161,0,0,2.61157E-05,0,-1.530496565,3.061526246,0.000112603,1.36641E-05,-0.923540084,2.371991538,0.00011538,3.81341E-05,0,0.000610692,0,0.000342891,2,0.5,-3.8,0.8,5.8,-0.5,0,0,-0.02358,-0.13,0,2.32875726,0.028874021,0.42798803,0.004743149,0,1.026323443,0.352059801,3.521130544,0.336811632,0,0.257268305,1.879618124,0.65711266,873.9528048,0.20807421,2,2,0.1,0.068181818,0.28,0.05,-0.3,-0.095454545,2.28,0.613636364,-0.14,-0.013636364,0,0,0,-0.000454545,-0.060584,-0.092703636,0.072,0.189090909,0,3.211559301,2.662441468,4.958292891,5.815104941,6.625563601,2.287235677,5.662552366,3.174235049,12.73480739,0.299167877,1.09503692,0.973159593,0.287314718,0.536826917,0.631952835,3.797744543,1.637394138,0.565788021,0.533879868,0.002816148,0.099218224,2.29705361,2.173708129,3.72803918,2.347666736,3.914839199,3.53448721,867.3136566,944.1241911,2.813077305,4.301651224,0.000126267,0.000153514,166.35,171.0818182,,
12/09/2008,161.5,0,0,0,8.67E-07,-0.081038755,1.329283152,1.49176E-05,1.38375E-05,-0.969829291,2.466739864,0.00011538,3.48244E-05,0,0.000610692,0,0.000342891,2,-0.4,-1.8,-0.1,17.7,0.9,0,0,-0.01699,1.27,0,1.183547783,4.782088395,29.95725586,0.938051472,2.034686224,0.002812548,3.595939668,4.021022676,0.520638901,0.003636059,0.813725691,0.044995101,3.795150169,882.2540332,0.893716671,2,2,0.16,0.063636364,-0.22,-0.063636364,-0.3,-0.022727273,4.72,0.813636364,-0.02,0.031818182,0,0,0,-0.000454545,-0.051454,-0.092376364,0.52,0.205,0,3.211559301,2.402605845,4.956896394,2.143890529,6.756170017,6.625204885,6.701579352,1.134846178,10.473884,0.406937245,1.187522657,0.350810693,0.28327884,1.191633681,0.779756209,2.811125067,1.815457032,0.664053849,0.557055141,0.003361641,0.0993423,1.256900241,2.207303488,3.697856856,2.200861975,3.3977447,3.705096569,873.5455724,938.7589249,1.398127558,4.308695401,2.87551E-05,0.000150204,163.8,170.5113636,,
16/09/2008,160.95,0,0,0.001707857,0,-2.060236936,4.460087272,0.000356489,5.40E-06,-1.523939343,4.094655598,0.00017587,3.48244E-05,0,0.000610692,0,0.000342891,2,0.3,0,0.1,1.2,-0.8,0,0,0.00133,4.64,0,55.2960568,45.01482007,32.04723297,17.23694905,0,0.07009477,0.549748514,6.461793658,0.763320826,0.003636059,19.55707508,9.562619934,33.95751084,840.3589642,23.66909599,2,2,0.06,0.081818182,-0.16,-0.45,0.02,-0.072727273,6.32,1.595454545,-0.24,0.036363636,0,0,0,-0.000454545,-0.021236,-0.091075455,1.532,0.438181818,0,3.211559301,13.4606615,6.764876062,10.8261139,7.738970588,13.03299105,7.245644814,4.367317612,8.911354574,0.406937245,0.983650547,0.232322602,0.259773962,1.120008257,0.611645676,3.983071801,1.971086032,0.383032794,0.40414207,0.00368031,0.092515112,4.200279497,3.092770154,4.786123589,2.382049713,7.927643055,5.221716472,868.0336438,931.5664627,5.3655992,5.383253312,0.000361886,0.000210695,162.09,170.2136364,,
17/09/2008,160,0,0,0,3.76E-06,-2.128639424,4.685231756,0.000346795,6.15E-06,-1.522790145,4.091056795,0.000175792,3.49951E-05,0,0.000610692,0,0.000342891,2,-0.1,0,-0.2,-22.8,0.2,0,0,0.01943,5.92,0,21.35626872,1.757462724,16.04113278,25.51664733,0,0.340353995,3.385377533,3.327305434,0.172318995,0.032680516,3.104901125,23.3097281,4.659468982,851.2062552,1.644890475,2,2,0.02,0.095454545,-2.34,-8.07E-17,0.06,-0.05,-0.16,0.45,-0.16,0.004545455,0,0,0,-0.000454545,-0.009996,-0.085642273,2.15,0.731818182,0,3.211559301,16.04876624,7.733534597,11.06444625,7.741509342,16.10573537,7.972136472,8.824393651,9.463442936,0.406937245,0.983650547,0.290217126,0.275109527,1.757339492,0.752167869,4.106919252,2.119243798,0.395362507,0.411366809,0.007990527,0.078918705,4.774138717,3.209774893,7.034623946,3.419821847,8.624043282,5.385028073,865.1441035,924.6960578,5.680924908,5.451594023,0.000352942,0.000210788,161.29,169.8340909,,
18/09/2008,156.5,0,0,2.11E-06,0,-2.177024799,4.814221666,0.000347217,9.25E-07,-1.567732875,4.325036135,0.000169506,3.49951E-05,0,0.000598643,0,0.000336125,2,0.1,0.3,0,-7.1,-0.1,0,0,0.02719,-3.12,0,0.41893444,4.161526767,24.49246974,21.65638308,0,0,0.004838647,2.815904753,2.80009722,0.260550912,0.001732441,18.00829874,1.127812563,838.7157328,2.185262939,2,2,0.08,0.054545455,-1.06,-0.090909091,0.12,-0.054545455,-1.04,-0.104545455,-0.06,0.018181818,0,0,0,-0.000454545,0.001476,-0.082641364,1.716,0.542272727,0,3.211559301,16.116713,7.743338285,11.14895439,7.829240125,20.59321588,8.865431935,13.07055482,10.43894702,0.406937245,0.983650547,0.287916951,0.274974455,1.577592832,0.752041539,4.029431413,2.224227374,0.918637515,0.519680364,0.060100709,0.055732328,4.746940527,3.203958699,10.561052,4.171524581,8.839411043,5.427418022,857.297558,917.4759083,5.720208057,5.540467324,0.000348141,0.000204501,159.99,169.2181818,,
19/09/2008,160.65,0,0,0,0.000267209,-1.678011248,3.804165215,0.000341994,5.43663E-05,-1.426195709,4.680879577,0.000142038,4.7141E-05,0,7.89E-20,0,0,2,0.8,0.1,-0.3,7.9,0.8,0,0,0.03497,-1.03,0,12.86994957,5.925753452,7.86933238,12.81667588,3.617992187,0.070922969,0.18507008,10.1495442,0.565787251,0.032231794,29.29635112,15.57059573,78.63796123,865.898382,10.17337433,2,2,0.14,0.081818182,-0.28,-0.036363636,-0.1,-0.063636364,-0.62,0.5,0.2,0.086363636,0,0,0,-0.000454545,0.013186,-0.079165,1.536,0.478181818,0,3.211559301,18.22495146,8.084061258,12.32833028,6.670106666,22.08148475,7.837517809,15.63294136,8.587218918,1.130535682,1.148104737,0.096836856,0.277658327,1.544194888,0.759714452,5.355114145,2.681683294,0.964432639,0.545181789,0.066547068,0.055178539,10.55475709,4.247705945,13.29924752,4.875402269,24.43558076,8.697057058,855.6866735,911.9056978,7.713268081,5.964585077,0.00039636,0.000189179,159.92,168.9386364,,
